		skill_uuid	onet_soc_code	onet_element_id	skill_name	count
2725	141092	141092	47-2021.00	27111511	wire snips	36
2726	141099	141099	47-2021.00	43231507	estimating software	533
2727	141109	141109	47-2022.00	24101629	boom lifts	28
2728	141120	141120	47-2022.00	27112709	concrete saws	2
2729	141125	141125	47-2022.00	40161503	dust collection systems	3
2730	141136	141136	47-2022.00	31191510	grinding stones	396
2731	141141	141141	47-2022.00	23271702	hand torches	2
2732	141143	141143	47-2022.00	23271702	heating torches	9
2733	141148	141148	47-2022.00	27112201	jointers	1
2734	141152	141152	47-2022.00	46182301	lifelines	4
2735	141194	141194	47-2022.00	31163301	shims	4
2736	141253	141253	47-2031.01	27112704	disc grinders	1
2737	141270	141270	47-2031.01	27112713	impact wrenches	1024
2738	141272	141272	47-2031.01	27112721	joiners	2
2739	141285	141285	47-2031.01	23101512	miter saws	20
2740	141326	141326	47-2031.01	27111903	shapers	64
2741	141329	141329	47-2031.01	27111519	snips	105
2742	141347	141347	47-2031.01	46181604	work boots	240
2743	141412	141412	47-2031.02	27112716	nail guns	14
2744	141594	141594	47-2042.00	27112717	hot air guns	1
2745	141604	141604	47-2042.00	24101503	material dollies	2
2746	141683	141683	47-2044.00	22101803	articulating boom lifts	7
2747	141688	141688	47-2044.00	27112202	bull floats	1
2748	141700	141700	47-2044.00	46181902	ear muffs	2
2749	141703	141703	47-2044.00	40101502	exhaust fans	643
2750	141712	141712	47-2044.00	47121605	floor scrubbers	15
2751	141749	141749	47-2044.00	27112702	polishers	29
2752	141805	141805	47-2051.00	31162503	braces	29
2753	141831	141831	47-2051.00	27112703	core drills	9
2754	141846	141846	47-2051.00	26111604	electric generators	3
2755	141864	141864	47-2051.00	27112103	hand clamps	1
2756	141871	141871	47-2051.00	24101612	lifting systems	2
2757	141917	141917	47-2051.00	27112202	spreaders	34
2758	142008	142008	47-2061.00	39121722	cable pullers	76
2759	142031	142031	47-2061.00	22101507	earth tampers	3
2760	142040	142040	47-2061.00	24101628	forks	87
2761	142042	142042	47-2061.00	26111604	generators	2359
2762	142047	142047	47-2061.00	27111905	hand grinders	32
2763	142070	142070	47-2061.00	22101528	loaders	473
2764	142078	142078	47-2061.00	22101502	motor graders	5
2765	142082	142082	47-2061.00	22101611	oil distributors	2
2766	142094	142094	47-2061.00	27112401	pneumatic staplers	2
2767	142101	142101	47-2061.00	46181509	protective suits	3
2768	142102	142102	47-2061.00	27111505	punches	56
2769	142142	142142	47-2061.00	22101507	tampers	14
2770	142147	142147	47-2061.00	23271702	torches	162
2771	142160	142160	47-2061.00	25101610	water spraying equipment	1
2772	142178	142178	47-2071.00	22101511	compactors	116
2773	142205	142205	47-2071.00	22101505	rolling machines	3
2774	142235	142235	47-2072.00	24101611	chain slings	2
2775	142252	142252	47-2072.00	46161604	life jackets	1
2776	142259	142259	47-2072.00	22101504	pile driving equipment	1
2777	142298	142298	47-2073.00	22101532	belt loaders	4
2778	142317	142317	47-2073.00	20111616	derricks	92
2779	142320	142320	47-2073.00	22101513	draglines	58
2780	142321	142321	47-2073.00	22101514	dredges	32
2781	142324	142324	47-2073.00	22101501	end loaders	35
2782	142326	142326	47-2073.00	25101611	flatbed trucks	53
2783	142330	142330	47-2073.00	22101502	graders	40
2784	142345	142345	47-2073.00	20122820	land drilling rigs	3
2785	142353	142353	47-2073.00	22101524	mini excavators	39
2786	142354	142354	47-2073.00	24101707	monorails	6
2787	142373	142373	47-2073.00	22101505	rollers	53
2788	142379	142379	47-2073.00	46181604	safety boots	78
2789	142386	142386	47-2073.00	21101607	seeders	266
2790	142398	142398	47-2073.00	22101619	sweepers	118
2791	142401	142401	47-2073.00	25101610	tankers	2526
2792	142403	142403	47-2073.00	22101804	telescopic forklifts	1
2793	142412	142412	47-2073.00	25181702	truck trailers	10
2794	142499	142499	47-2081.00	43232306	business management software	69
2795	142546	142546	47-2082.00	43231601	applied computer systems jobpower	8
2796	142577	142577	47-2111.00	41113644	circuit tracers	1
2797	142582	142582	47-2111.00	27112503	conduit benders	11
2798	142590	142590	47-2111.00	27111706	crescent wrenches	4
2799	142591	142591	47-2111.00	41113637	current clamps	1
2800	142596	142596	47-2111.00	22101526	diggers	15
2801	142606	142606	47-2111.00	41115305	frequency meters	1
2802	142627	142627	47-2111.00	41112207	infrared scanners	1
2803	142632	142632	47-2111.00	27112106	insulated pliers	1
2804	142666	142666	47-2111.00	41113635	resistance bridges	1
2805	142687	142687	47-2111.00	27111518	terminal crimpers	3
2806	142688	142688	47-2111.00	41113637	test lamps	2
2807	142798	142798	47-2121.00	31162605	lifting hooks	1
2808	142810	142810	47-2121.00	22101802	platform lifts	249
2809	142822	142822	47-2121.00	46181526	protective sleeves	1
2810	142847	142847	47-2121.00	27111514	side cutters	4
2811	142867	142867	47-2121.00	47121805	water blasting equipment	1
2812	142926	142926	47-2132.00	31211901	drop cloths	4
2813	142960	142960	47-2141.00	22101801	aerial lifts	75
2814	142962	142962	47-2141.00	31211908	airless spray equipment	11
2815	142967	142967	47-2141.00	27112715	chippers	12
2816	142971	142971	47-2141.00	31211908	conventional spray equipment	3
2817	143013	143013	47-2141.00	22101802	platforms	11517
2818	143018	143018	47-2141.00	31211906	power rollers	1
2819	143038	143038	47-2141.00	44111801	stencils	50
2820	143112	143112	47-2142.00	43231507	planswift software	1
2821	143161	143161	47-2151.00	47121808	pigs	48
2822	143163	143163	47-2151.00	27131511	pipe beveling machines	2
2823	143165	143165	47-2151.00	41111615	pipe lasers	2
2824	143167	143167	47-2151.00	24101618	pipelayers	2
2825	143169	143169	47-2151.00	27112704	portable grinders	1
2826	143185	143185	47-2151.00	47121808	snakes	5
2827	143187	143187	47-2151.00	23242613	tapping machines	1
2828	143188	143188	47-2151.00	40151548	test pumps	3
2829	143189	143189	47-2151.00	22101532	track loaders	1
2830	143197	143197	47-2151.00	40151531	water removal pumps	1
2831	143238	143238	47-2152.01	41111931	flow gauges	1
2832	143272	143272	47-2152.01	40151508	mud pumps	1
2833	143284	143284	47-2152.01	27112501	pipe bending tools	2
2834	143314	143314	47-2152.01	27112837	reamers	52
2835	143326	143326	47-2152.01	27112101	stands	2175
2836	143333	143333	47-2152.01	24101602	tuggers	17
2837	143346	143346	47-2152.01	43232605	autopipe software	1
2838	143347	143347	47-2152.01	43232605	coade caesar ii	4
2839	143364	143364	47-2152.02	41112403	air pressure gauges	1
2840	143497	143497	47-2152.02	40151512	sump pumps	9
2841	143509	143509	47-2152.02	41111919	transmitters	223
2842	143522	143522	47-2152.02	40151531	utility pumps	1
2843	143524	143524	47-2152.02	41114624	vibration analyzers	6
2844	143525	143525	47-2152.02	45121516	video diagnostic tools	15
2845	143537	143537	47-2152.02	43232604	autodesk building systems	1
2846	143591	143591	47-2161.00	40151533	piston pumps	9
2847	143625	143625	47-2171.00	46182302	chokers	6
2848	143683	143683	47-2181.00	27111516	core cutters	2
2849	143785	143785	47-2181.00	27111519	straight snips	22
2850	143831	143831	47-2211.00	23251503	bar folders	2
2851	143832	143832	47-2211.00	23251603	beading machines	1
2852	143865	143865	47-2211.00	27111505	drifts	43
2853	143890	143890	47-2211.00	23241505	laser cutters	2
2854	143919	143919	47-2211.00	23251501	power brakes	5
2855	143922	143922	47-2211.00	23241801	power presses	1
2856	143929	143929	47-2211.00	46181503	protective clothing	884
2857	143946	143946	47-2211.00	27112122	seamers	4
2858	143960	143960	47-2211.00	27111506	squaring shears	2
2859	143970	143970	47-2211.00	27112104	tongs	26
2860	143974	143974	47-2211.00	23101511	turning machines	44
2861	144004	144004	47-2211.00	43232604	ugs nx	3
2862	144026	144026	47-2221.00	23251805	forging dies	1
2863	144031	144031	47-2221.00	40151533	hydraulic pumps	28
2864	144051	144051	47-2221.00	27112725	rivet guns	25
2865	144341	144341	47-3013.00	24101602	line trucks	30
2866	144391	144391	47-3013.00	41113637	voltage meters	7
2867	144414	144414	47-3014.00	27111506	hand shears	2
2868	144763	144763	47-3016.00	24101602	mechanical hoists	5
2869	144765	144765	47-3016.00	27112716	nailers	6
2870	144855	144855	47-4011.00	44111812	drafting tools	14
2871	144880	144880	47-4011.00	41113628	megohmeters	3
2872	144950	144950	47-4011.00	43231503	vision software	85
2873	144963	144963	47-4021.00	27112704	disk grinders	1
2874	145009	145009	47-4021.00	23271409	stick welders	3
2875	145022	145022	47-4021.00	22101802	work platforms	45
2876	145028	145028	47-4021.00	43232605	troubleshooting software	283
2877	145041	145041	47-4031.00	24101612	hand jacks	156
2878	145072	145072	47-4041.00	40161601	air scrubbers	2
2879	145076	145076	47-4041.00	40101601	blowers	396
2880	145098	145098	47-4041.00	40101902	dehumidifiers	8
2881	145126	145126	47-4041.00	25101611	large trucks	115
2882	145180	145180	47-4041.00	25101505	vans	1298
2883	145182	145182	47-4041.00	40101502	ventilation equipment	34
2884	145223	145223	47-4051.00	41113642	circuit testing equipment	1
2885	145238	145238	47-4051.00	25181702	flatbed trailers	14
2886	145249	145249	47-4051.00	25101604	heavy trucks	16018
2887	145252	145252	47-4051.00	22101526	hydraulic excavators	5
2888	145259	145259	47-4051.00	25181702	low boys	5
2889	145268	145268	47-4051.00	31211905	paint mixers	1
2890	145276	145276	47-4051.00	22101504	pile drivers	1
2891	145277	145277	47-4051.00	22101802	platform trucks	67
2892	145321	145321	47-4051.00	31151601	tire chains	165
2893	145326	145326	47-4051.00	25101604	transport trucks	20
2894	145328	145328	47-4051.00	24101625	truck mounted cranes	6
2895	145357	145357	47-4061.00	46182306	fall protection harnesses	1
2896	145361	145361	47-4061.00	22101502	grading equipment	4
2897	145396	145396	47-4061.00	27112016	weed cutters	1
2898	145410	145410	47-4071.00	40151510	liquid pumps	7
2899	145476	145476	47-4091.00	24101602	vacuum lifters	1
2900	145537	145537	47-4099.02	40151533	transfer pumps	9
2901	145546	145546	47-4099.02	40142008	water hoses	6
2902	145566	145566	47-4099.03	41103311	digital manometers	2
2903	145708	145708	47-5012.00	20121502	accumulator systems	11
2904	145711	145711	47-5012.00	20121109	cement pumping equipment	5
2905	145717	145717	47-5012.00	20111703	drill casings	18
2906	145729	145729	47-5012.00	26101503	gasoline engines	128
2907	145778	145778	47-5013.00	26101504	diesel motors	3
2908	145786	145786	47-5013.00	20121413	hydraulic pumping systems	2
2909	145825	145825	47-5021.00	27111713	adjustable combination wrenches	1
2910	145829	145829	47-5021.00	22101529	bobcats	21
2911	145877	145877	47-5031.00	41111503	balance scales	5
2912	145879	145879	47-5031.00	20102007	blasthole drills	1
2913	145896	145896	47-5031.00	41113637	digital voltmeters	22
2914	145963	145963	47-5031.00	46161508	safety cones	1
2915	145977	145977	47-5031.00	41112210	temperature data loggers	1
2916	146010	146010	47-5041.00	40141736	grease fittings	1
2917	146023	146023	47-5041.00	20102304	shuttle cars	5
2918	146027	146027	47-5041.00	40101502	ventilation systems	27
2919	146039	146039	47-5042.00	20101501	cutting machines	41
2920	146043	146043	47-5042.00	20101710	grinding mills	3
2921	146056	146056	47-5042.00	27112004	mining shovels	1
2922	146061	146061	47-5042.00	22101526	power shovels	6
2923	146134	146134	47-5061.00	20101803	roof bolters	10
2924	146140	146140	47-5061.00	27111715	torque drivers	8
2925	146141	146141	47-5061.00	31162405	turnbuckles	4
2926	146149	146149	47-5071.00	40151503	centrifugal pumps	33
2927	146194	146194	47-5071.00	43231508	enertia software	17
2928	146196	146196	47-5071.00	43231602	maintenance software	132
2929	146250	146250	49-1011.00	43231508	automated inventory software	14
2930	146251	146251	49-1011.00	43231507	computerease software	8
2931	146284	146284	49-2011.00	25101604	armored cars	1
2932	146313	146313	49-2011.00	43231501	call tracking software	13
2933	146324	146324	49-2011.00	43232107	macromedia cold fusion	3
2934	146350	146350	49-2021.00	27113204	alignment tools	10
2935	146359	146359	49-2021.00	41111930	cable locators	3
2936	146379	146379	49-2021.00	41113710	distortion meters	1
2937	146397	146397	49-2021.00	27112837	hand reamers	1
2938	146430	146430	49-2021.00	41113711	scalar network analyzers	1
2939	146440	146440	49-2021.00	41113711	vector network analyzers	7
2940	146491	146491	49-2021.01	41113640	watt meters	4
2941	146564	146564	49-2091.00	46182103	grounding equipment	24
2942	146604	146604	49-2091.00	27112105	tweezers	59
2943	146624	146624	49-2092.00	23251502	arbor presses	8
2944	146654	146654	49-2092.00	24111806	dip tanks	7
2945	146660	146660	49-2092.00	24101603	forklift trucks	68
2946	146680	146680	49-2092.00	23281904	parts washers	8
2947	146697	146697	49-2092.00	23241511	threaders	9
2948	146736	146736	49-2093.00	24101653	industrial overhead cranes	83
2949	146772	146772	49-2094.00	27112701	air blowers	48
2950	146785	146785	49-2094.00	43211715	computer diagnostic devices	18
2951	146794	146794	49-2094.00	27111559	electric hacksaws	1
2952	146827	146827	49-2094.00	22101803	lift trucks	217
2953	146845	146845	49-2094.00	22101801	personnel lifts	3
2954	146860	146860	49-2094.00	27111712	pullers	145
2955	146862	146862	49-2094.00	32121701	rectifiers	28
2956	146893	146893	49-2094.00	43211713	touch screens	43
2957	146918	146918	49-2094.00	43231602	sap maintenance	57
2958	146924	146924	49-2095.00	27111712	bearing pullers	6
2959	146984	146984	49-2096.00	27111502	carpet knives	1
2960	147003	147003	49-2096.00	27111711	ratchets	153
2961	147155	147155	49-3011.00	27112402	bucking bars	5
2962	147179	147179	49-3011.00	27111705	end wrenches	6
2963	147210	147210	49-3011.00	25191503	maintenance planning systems	1
2964	147214	147214	49-3011.00	24101604	mechanical lifts	1
2965	147230	147230	49-3011.00	27131501	pneumatic wrenches	12
2966	147260	147260	49-3011.00	27111714	speed wrenches	1
2967	147271	147271	49-3011.00	25191509	tow vehicles	7
2968	147294	147294	49-3011.00	43232603	maintenance planning software	140
2969	147312	147312	49-3021.00	25191702	alignment machines	12
2970	147333	147333	49-3021.00	39101605	fluorescent lights	9
2971	147368	147368	49-3021.00	27131511	pneumatic grinders	1
2972	147400	147400	49-3021.00	27111703	socket sets	6
2973	147405	147405	49-3021.00	23153501	spray booths	1
2974	147435	147435	49-3021.00	43231508	materials management software	7
2975	147457	147457	49-3022.00	27111503	hot knives	1
2976	147520	147520	49-3023.01	26111704	battery chargers	22
2977	147535	147535	49-3023.01	27112702	buffers	76
2978	147554	147554	49-3023.01	41111917	computerized engine analyzers	1
2979	147564	147564	49-3023.01	41111630	dial gauges	8
2980	147573	147573	49-3023.01	41113101	exhaust analyzers	3
2981	147588	147588	49-3023.01	27112704	grinding equipment	20
2982	147734	147734	49-3023.02	27131501	air wrenches	1
2983	147764	147764	49-3023.02	43211701	code readers	1
2984	147790	147790	49-3023.02	25191704	frame racks	68
2985	147792	147792	49-3023.02	27111712	gear pullers	1
2986	147814	147814	49-3023.02	41111932	leak detectors	9
2987	147866	147866	49-3023.02	43211905	scan tools	123
2988	147941	147941	49-3031.00	23101505	boring bars	22
2989	147977	147977	49-3031.00	25191726	hones	10
2990	148051	148051	49-3031.00	43232603	shop management software	10
2991	148056	148056	49-3041.00	23271409	arc welders	2
2992	148072	148072	49-3041.00	27112147	crimping tools	64
2993	148092	148092	49-3041.00	41114501	engine dynamometers	1
2994	148111	148111	49-3041.00	41111601	inside micrometers	1
2995	148129	148129	49-3041.00	41111601	outside micrometers	4
2996	148147	148147	49-3041.00	41111623	sheet metal gauges	1
2997	148156	148156	49-3041.00	41112801	speed indicators	2
2998	148159	148159	49-3041.00	27111701	standard screwdrivers	4
2999	148212	148212	49-3042.00	23241503	flame cutting equipment	3
3000	148250	148250	49-3042.00	32101628	on board computers	46
3001	148338	148338	49-3043.00	24101657	mobile cranes	10
3002	148398	148398	49-3051.00	27111742	impact drivers	1
3003	148420	148420	49-3051.00	27112832	socket wrench extensions	6
3004	148451	148451	49-3052.00	24101661	air lifts	2
3005	148476	148476	49-3052.00	25191824	electrical diagnostic tools	1
3006	148511	148511	49-3052.00	27112402	riveters	1
3007	148577	148577	49-3053.00	27112114	diagonal cutters	5
3008	148578	148578	49-3053.00	41111647	dial bore gauges	3
3009	148695	148695	49-3091.00	48111404	point of sale terminals	782
3010	148763	148763	49-3092.00	24101612	floor jacks	100
3011	148789	148789	49-3092.00	41111958	manifold gauges	1
3012	148838	148838	49-3092.00	27112502	tire irons	1
3013	148842	148842	49-3092.00	27112503	tube benders	4
3014	148870	148870	49-3093.00	25191701	balancing machines	3
3015	148877	148877	49-3093.00	27111501	cutting blades	9
3016	148882	148882	49-3093.00	46181802	eye protection	87
3017	149013	149013	49-9012.00	41112501	flow recorders	5
3018	149040	149040	49-9012.00	43211715	mobile data terminals	5
3019	149217	149217	49-9021.01	41111931	venturi meters	4
3020	149230	149230	49-9021.01	43232608	building automation software	2
3021	149264	149264	49-9021.02	40151607	charging cylinders	1
3022	149307	149307	49-9021.02	44102405	labeling machines	11
3023	149408	149408	49-9021.02	43232603	johnson controls metasys	15
3024	149411	149411	49-9031.00	24101503	appliance dollies	36
3025	149435	149435	49-9031.00	40151607	refrigerant recovery units	27
3026	149447	149447	49-9031.00	41112222	temperature recorders	3
3027	149458	149458	49-9031.00	43232306	parts database software	1
3028	149483	149483	49-9041.00	23241903	broaching machines	4
3029	149490	149490	49-9041.00	23251802	cutting dies	3
3030	149500	149500	49-9041.00	24101503	equipment rollers	3
3031	149508	149508	49-9041.00	41111614	gauges	4605
3032	149510	149510	49-9041.00	27112704	grinding wheels	1
3033	149513	149513	49-9041.00	40151506	hand pumps	1
3034	149517	149517	49-9041.00	27111712	hydraulic pullers	4
3035	149526	149526	49-9041.00	41111615	laser measuring equipment	1
3036	149538	149538	49-9041.00	41111707	optical measuring equipment	18
3037	149555	149555	49-9041.00	27112704	precision grinders	6
3038	149564	149564	49-9041.00	23241801	radial drills	3
3039	149575	149575	49-9041.00	27112708	scalers	5
3040	149590	149590	49-9041.00	22101802	staging platforms	1
3041	149603	149603	49-9041.00	23242303	turning lathes	6
3042	149607	149607	49-9041.00	41111621	vernier instruments	1
3043	149752	149752	49-9044.00	23242511	end mills	53
3044	149757	149757	49-9044.00	41111618	gage blocks	26
3045	149762	149762	49-9044.00	23241504	gear shapers	3
3046	149782	149782	49-9044.00	44111809	layout templates	4
3047	149801	149801	49-9044.00	41111618	parallel blocks	2
3048	149825	149825	49-9044.00	41111631	radius gauges	5
3049	149826	149826	49-9044.00	24101612	ratchet jacks	4
3050	149883	149883	49-9044.00	23242403	vertical milling machines	29
3051	149904	149904	49-9045.00	41104607	burner management systems	19
3052	149920	149920	49-9045.00	25101612	mixer trucks	2
3053	149924	149924	49-9045.00	40101805	rotary kilns	4
3054	149925	149925	49-9045.00	27112704	rotary tools	5
3055	149927	149927	49-9045.00	22101509	trackhoes	3
3056	149938	149938	49-9045.00	43231605	time tracking software	6
3057	149945	149945	49-9051.00	46161504	arrow boards	1
3058	149971	149971	49-9051.00	27112820	compression tools	2
3059	149991	149991	49-9051.00	46181508	fire retardant clothing	16
3060	149993	149993	49-9051.00	12131604	flares	32
3061	150003	150003	49-9051.00	27112503	hand benders	2
3062	150004	150004	49-9051.00	24101604	hand lines	1
3063	150008	150008	49-9051.00	27112503	hydraulic benders	1
3064	150092	150092	49-9051.00	23271406	welding tools	18
3065	150098	150098	49-9051.00	27112104	wire tongs	1
3066	150108	150108	49-9052.00	23101505	borers	9
3067	150157	150157	49-9052.00	41113710	signal level meters	11
3068	150199	150199	49-9061.00	27111701	mini screwdrivers	2
3069	150205	150205	49-9061.00	41111618	precision gauges	12
3070	150280	150280	49-9062.00	41113647	patient simulators	31
3071	150324	150324	49-9063.00	40142002	air hoses	10
3072	150329	150329	49-9063.00	27112811	arbors	4
3073	150386	150386	49-9063.00	27112742	disc sanders	4
3074	150405	150405	49-9063.00	39101605	fluorescent lamps	2
3075	150508	150508	49-9063.00	27112707	routers	3430
3076	150512	150512	49-9063.00	24101612	scissor jacks	1
3077	150671	150671	49-9071.00	47121808	drain augers	1
3078	150679	150679	49-9071.00	27112016	electric trimmers	1
3079	150912	150912	49-9081.00	25181702	utility trailers	9
3080	150941	150941	49-9091.00	48111402	coin machines	3
3081	150953	150953	49-9091.00	41113637	digital volt meters	6
3082	150957	150957	49-9091.00	27112710	electric screwdrivers	4
3083	150977	150977	49-9091.00	49181504	pinball machines	1
3084	150980	150980	49-9091.00	27111502	razor blade knives	1
3085	151003	151003	49-9092.00	49141502	air tanks	4
3086	151011	151011	49-9092.00	46171622	closed circuit televisions	3
3087	151042	151042	49-9092.00	24101652	jib cranes	104
3088	151060	151060	49-9092.00	40151513	submersible pumps	4
3089	151089	151089	49-9092.00	40142008	water jets	7
3090	151090	151090	49-9092.00	49141504	weight belts	8
3091	151094	151094	49-9092.00	43221731	wireless communication systems	44
3092	151181	151181	49-9094.00	23241615	taps	52
3093	151217	151217	49-9095.00	31211908	paint spraying equipment	3
3094	151258	151258	49-9096.00	27111505	metal punches	2
3095	151284	151284	49-9097.00	45111720	audio spectrum analyzers	4
3096	151285	151285	49-9097.00	27112037	brush cutting equipment	1
3097	151291	151291	49-9097.00	41113637	digital voltage meters	2
3098	151308	151308	49-9097.00	25121701	switch machines	6
3099	151406	151406	49-9099.01	20122503	coil tubing units	1
3100	151449	151449	51-1011.00	43211903	operator terminals	1
3101	151464	151464	51-1011.00	43231602	epicor vista erp	2
3102	151479	151479	51-1011.00	43231602	microsoft axapta	8
3103	151493	151493	51-1011.00	43231602	resource planning software	42
3104	151557	151557	51-2011.00	44111809	setup templates	1
3105	151574	151574	51-2011.00	23153204	welding robots	15
3106	151582	151582	51-2021.00	23152901	banding machines	1
3107	151590	151590	51-2021.00	23153503	curing ovens	1
3108	151616	151616	51-2021.00	23101508	wire cutting machines	19
3109	151663	151663	51-2022.00	43231602	sage 100 erp	7
3110	151750	151750	51-2031.00	23131509	lapping tools	1
3111	151840	151840	51-2041.00	23251602	roll benders	1
3112	151879	151879	51-2091.00	27112710	power drivers	5
3113	152118	152118	51-2093.00	27112156	holding tools	2
3114	152141	152141	51-2093.00	27131512	pneumatic screwdrivers	1
3115	152143	152143	51-2093.00	27112702	polishing wheels	15
3116	152158	152158	51-2093.00	23271607	soldering machines	2
3117	152161	152161	51-2093.00	27112804	stamping tools	2
3118	152296	152296	51-3011.00	23181602	guillotine cutters	1
3119	152298	152298	51-3011.00	48101517	hearth ovens	22
3120	152303	152303	51-3011.00	23181804	ice cream machines	1
3121	152331	152331	51-3011.00	48101804	measuring spoons	1
3122	152354	152354	51-3011.00	24101714	pneumatic conveyors	4
3123	152376	152376	51-3011.00	48101812	skimmers	2
3124	152400	152400	51-3011.00	23152901	wrapping machines	6
3125	152503	152503	51-3022.00	24101505	machine rollers	1
3126	152512	152512	51-3022.00	23181501	needle machines	1
3127	152519	152519	51-3022.00	23181604	shredding machines	1
3128	152520	152520	51-3022.00	23181602	slicers	113
3129	152524	152524	51-3022.00	43232611	sales software	1001
3130	152565	152565	51-3023.00	43231508	rfid software	2
3131	152569	152569	51-3091.00	23181703	baking equipment	52
3132	152577	152577	51-3091.00	23201204	curing equipment	2
3133	152588	152588	51-3091.00	40101805	gas furnaces	13
3134	152602	152602	51-3091.00	40101805	oil furnaces	4
3135	152606	152606	51-3091.00	24101605	rack loaders	1
3136	152640	152640	51-3092.00	23181505	evaporators	44
3137	152651	152651	51-3092.00	48101811	levelers	28
3138	152659	152659	51-3092.00	23181511	sausage machines	1
3139	152671	152671	51-3093.00	23181703	boilers	2154
3140	152673	152673	51-3093.00	23181501	canners	1
3141	152677	152677	51-3093.00	23181703	cooking vats	1
3142	152687	152687	51-3093.00	23181511	molding machines	176
3143	152704	152704	51-4011.00	23242304	5 axis lathes	1
3144	152721	152721	51-4011.00	32101628	controllers	2494
3145	152754	152754	51-4011.00	23242505	swiss screw machines	22
3146	152755	152755	51-4011.00	23242305	swiss style lathes	15
3147	152758	152758	51-4011.00	23241511	threading machines	26
3148	152759	152759	51-4011.00	23101511	turning centers	97
3149	152760	152760	51-4011.00	23242302	twin spindle lathes	1
3150	152808	152808	51-4011.00	43232612	predator dnc	3
3151	152840	152840	51-4012.00	23242306	vertical boring mills	24
3152	152854	152854	51-4012.00	43232612	delcam featurecam	3
3153	152858	152858	51-4012.00	43232612	delcam powershape	1
3154	152864	152864	51-4012.00	43232612	fanuc cnc	35
3155	152866	152866	51-4012.00	43232405	g code	413
3156	152877	152877	51-4012.00	43232405	m code	14
3157	152880	152880	51-4012.00	43232612	mastercam software	28
3158	152903	152903	51-4012.00	43232612	tebis software	12
3159	152922	152922	51-4021.00	23151503	blown film extruders	1
3160	152943	152943	51-4021.00	27131604	lubrication systems	63
3161	152953	152953	51-4021.00	23151513	plastic profile extrusion dies	1
3162	152960	152960	51-4021.00	23151503	sheet extruders	6
3163	153014	153014	51-4022.00	46181605	protective shoes	2
3164	153027	153027	51-4022.00	23241801	turret punches	1
3165	153033	153033	51-4022.00	43232608	machine control software	4
3166	153041	153041	51-4023.00	41112111	displacement transducers	7
3167	153050	153050	51-4023.00	41111927	optical gauges	1
3168	153083	153083	51-4031.00	23101504	crimping machines	2
3169	153130	153130	51-4031.00	23241510	shearing machines	1
3170	153144	153144	51-4031.00	23241801	turret presses	18
3171	153173	153173	51-4032.00	23241901	horizontal boring mills	23
3172	153217	153217	51-4033.00	41111623	gage pins	28
3173	153241	153241	51-4034.00	24101704	bar feeders	5
3174	153256	153256	51-4034.00	41111630	dial test indicators	1
3175	153264	153264	51-4034.00	24101603	fork trucks	35
3176	153271	153271	51-4034.00	23242303	horizontal lathes	34
3177	153273	153273	51-4034.00	24101602	jib hoists	2
3178	153289	153289	51-4034.00	41113702	profile projectors	1
3179	153300	153300	51-4034.00	27111807	straight edges	4
3180	153302	153302	51-4034.00	41113702	surface finish comparators	2
3181	153313	153313	51-4034.00	23242306	vertical turning centers	1
3182	153337	153337	51-4035.00	41111630	drop indicators	7
3183	153361	153361	51-4035.00	23242605	polishing tools	2
3184	153369	153369	51-4035.00	23242305	turret lathes	2
3185	153401	153401	51-4041.00	23251502	brake presses	3
3186	153413	153413	51-4041.00	27112807	chucks	22
3187	153454	153454	51-4041.00	23242401	horizontal mills	36
3188	153459	153459	51-4041.00	23242503	knee mills	25
3189	153505	153505	51-4041.00	23242609	resurfacing machines	4
3190	153584	153584	51-4051.00	24101712	conveyor belt systems	1
3191	153585	153585	51-4051.00	40101805	coreless induction furnaces	2
3192	153590	153590	51-4051.00	23161503	drying systems	1
3193	153591	153591	51-4051.00	40101843	electric arc furnaces	2
3194	153629	153629	51-4051.00	43232608	process control software	15
3195	153649	153649	51-4052.00	47121812	hand scrapers	1
3196	153664	153664	51-4052.00	46181802	protective glasses	50
3197	153688	153688	51-4061.00	23101515	engraving machines	1
3198	153696	153696	51-4061.00	23101505	jig bores	8
3199	153698	153698	51-4061.00	23242304	manual lathes	70
3200	153737	153737	51-4062.00	23161510	gating systems	3
3201	153739	153739	51-4062.00	23101505	jig borers	9
3202	153766	153766	51-4071.00	31191510	abrasive stones	4
3203	153774	153774	51-4071.00	23161510	core machines	5
3204	153787	153787	51-4071.00	31191504	emery cloths	4
3205	153792	153792	51-4071.00	23281601	heat treating furnaces	4
3206	153798	153798	51-4071.00	23271407	micro welding equipment	8
3207	153808	153808	51-4071.00	27111826	surface plates	43
3208	153825	153825	51-4072.00	27131502	air guns	1
3209	153834	153834	51-4072.00	23251803	die cast dies	1
3210	153844	153844	51-4072.00	23151503	extruding equipment	4
3211	153864	153864	51-4072.00	24101516	powered industrial trucks	26
3212	153877	153877	51-4072.00	23251707	trim presses	1
3213	153910	153910	51-4081.00	23101508	lathe machines	20
3214	153963	153963	51-4111.00	24101619	bridge cranes	9
3215	154015	154015	51-4111.00	41111601	height micrometers	3
3216	154018	154018	51-4111.00	23242609	honing machines	1
3217	154039	154039	51-4111.00	31242206	optical flats	1
3218	154066	154066	51-4111.00	27112804	stamping presses	76
3219	154133	154133	51-4121.06	44111806	angle finders	6
