onet_soc_code	occupation_title	description	alternate_title
53-7071.00	n/a	n/a	Gas Storage Field Journeyman
53-7071.00	n/a	n/a	Gas Storage Operator
53-7071.00	n/a	n/a	Gas Transfer Operator
53-7071.00	n/a	n/a	High Pressure Compressed Gas Filler
53-7071.00	n/a	n/a	Liquefied Natural Gas Plant Operator (LNG Plant Operator)
53-7071.00	n/a	n/a	Liquid Natural Gas Plant Operator
53-7071.00	n/a	n/a	Oil and Gas Operator
53-7071.00	n/a	n/a	Operation Specialist
53-7071.00	n/a	n/a	Pipeline Systems Operator
53-7071.00	n/a	n/a	Pipeline Technician
53-7071.00	n/a	n/a	Plant Manager
53-7071.00	n/a	n/a	Plant Operator
53-7071.00	n/a	n/a	Production Technician
53-7071.00	n/a	n/a	Station Engineer
53-7071.00	n/a	n/a	Terminal Operator
53-7071.00	n/a	n/a	Wireline Field Operator
53-7071.00	n/a	n/a	Compressor Operator
53-7071.00	n/a	n/a	Compressor Station Operator
53-7071.00	n/a	n/a	Field Operator
53-7071.00	n/a	n/a	Filler
53-7071.00	n/a	n/a	Liquefied Natural Gas Plant Operator (LNG Plant Operator)
53-7071.00	n/a	n/a	Pipeline Systems Operator
53-7071.00	n/a	n/a	Pipeline Technician
53-7071.00	n/a	n/a	Plant Operator
53-7071.00	n/a	n/a	Production Technician
53-7071.00	n/a	n/a	Terminal Operator
53-7072.00	Pump Operators, Except Wellhead Pumpers	Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes.	n/a
53-7072.00	n/a	n/a	Acid Loader
53-7072.00	n/a	n/a	Acid Pump Operator
53-7072.00	n/a	n/a	Airveyor Operator
53-7072.00	n/a	n/a	Blend Plant Operator
53-7072.00	n/a	n/a	Blend Technician
53-7072.00	n/a	n/a	Boom Pump Operator
53-7072.00	n/a	n/a	Booster Station Operator
53-7072.00	n/a	n/a	Brewery Pumper
53-7072.00	n/a	n/a	Brine Well Operator
53-7072.00	n/a	n/a	Cable Maintainer
53-7072.00	n/a	n/a	Caustic Pump Operator
53-7072.00	n/a	n/a	Chemical Operator
53-7072.00	n/a	n/a	Chemical Pumper
53-7072.00	n/a	n/a	Concrete Boom Pump Operator
53-7072.00	n/a	n/a	Concrete Pump Operator
53-7072.00	n/a	n/a	Day Light Relief Operator
53-7072.00	n/a	n/a	Engineer, Station, Mainline
53-7072.00	n/a	n/a	Exhauster Engineer
53-7072.00	n/a	n/a	Fermenting Cellars Receiver
53-7072.00	n/a	n/a	Filter Filler
53-7072.00	n/a	n/a	Fluid Pump Operator
53-7072.00	n/a	n/a	Fuel Distribution System Operator
53-7072.00	n/a	n/a	Gas Transfer Operator
53-7072.00	n/a	n/a	Grease and Tallow Pumper
53-7072.00	n/a	n/a	Liquor Bridge Operator
53-7072.00	n/a	n/a	Logistics Technician
53-7072.00	n/a	n/a	Main Line Station Engineer
53-7072.00	n/a	n/a	Monitor Car Operator
53-7072.00	n/a	n/a	Oil Pumper
53-7072.00	n/a	n/a	Outside Operator
53-7072.00	n/a	n/a	Panelboard Tank Pumper
53-7072.00	n/a	n/a	Pigment Pumper
53-7072.00	n/a	n/a	Pipeline Dispatch Operator
53-7072.00	n/a	n/a	Pipeline Operator
53-7072.00	n/a	n/a	Process Operator
53-7072.00	n/a	n/a	Product Transfer Pumper
53-7072.00	n/a	n/a	Production Recovery Operator
53-7072.00	n/a	n/a	Production Utility Worker
53-7072.00	n/a	n/a	Pump Operator
53-7072.00	n/a	n/a	Pump Runner
53-7072.00	n/a	n/a	Pump Station Operator
53-7072.00	n/a	n/a	Pump Tender
53-7072.00	n/a	n/a	Pumper
53-7072.00	n/a	n/a	Pumper Gager
53-7072.00	n/a	n/a	Pumper Gager Apprentice
53-7072.00	n/a	n/a	Pumpman
53-7072.00	n/a	n/a	Purification Operator
53-7072.00	n/a	n/a	Station Engineer
53-7072.00	n/a	n/a	Still Pump Operator
53-7072.00	n/a	n/a	Tank Car Loader
53-7072.00	n/a	n/a	Tank Farm Attendant
53-7072.00	n/a	n/a	Tank Farm Operator
53-7072.00	n/a	n/a	Tank Tender
53-7072.00	n/a	n/a	Tapper
53-7072.00	n/a	n/a	Treating Plant Pumper
53-7072.00	n/a	n/a	Utility Operator
53-7072.00	n/a	n/a	Wash Oil Pump Operator
53-7072.00	n/a	n/a	Waste Oil Pumper
53-7072.00	n/a	n/a	Chemical Operator
53-7072.00	n/a	n/a	Day Light Relief Operator
53-7072.00	n/a	n/a	Logistics Technician
53-7072.00	n/a	n/a	Outside Operator
53-7072.00	n/a	n/a	Pipeline Operator
53-7072.00	n/a	n/a	Process Operator
53-7072.00	n/a	n/a	Pump Station Operator
53-7072.00	n/a	n/a	Pumper
53-7072.00	n/a	n/a	Purification Operator
53-7072.00	n/a	n/a	Tank Car Loader
53-7073.00	Wellhead Pumpers	Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.	n/a
53-7073.00	n/a	n/a	Gauger
53-7073.00	n/a	n/a	Head Pumper
53-7073.00	n/a	n/a	Lease Attendant
53-7073.00	n/a	n/a	Lease Operator
53-7073.00	n/a	n/a	Multi-Skilled Operator
53-7073.00	n/a	n/a	Oil Field Operator
53-7073.00	n/a	n/a	Oil Field Pumper
53-7073.00	n/a	n/a	Oil Field Worker
53-7073.00	n/a	n/a	Oil Pumper
53-7073.00	n/a	n/a	Oil Well Pumper
53-7073.00	n/a	n/a	Oil Well Service Operator
53-7073.00	n/a	n/a	Oilfield Plant and Field Operator
53-7073.00	n/a	n/a	Operations Technician
53-7073.00	n/a	n/a	Production Operator
53-7073.00	n/a	n/a	Pumper
53-7073.00	n/a	n/a	Well Head Pumper
53-7073.00	n/a	n/a	Well Tender
53-7073.00	n/a	n/a	Wellhead Pumper
53-7073.00	n/a	n/a	Gauger
53-7073.00	n/a	n/a	Lease Operator
53-7073.00	n/a	n/a	Multi-Skilled Operator
53-7073.00	n/a	n/a	Oilfield Plant and Field Operator
53-7073.00	n/a	n/a	Operations Technician
53-7073.00	n/a	n/a	Production Operator
53-7073.00	n/a	n/a	Pumper
53-7073.00	n/a	n/a	Well Head Pumper
53-7073.00	n/a	n/a	Well Tender
53-7073.00	n/a	n/a	Wellhead Pumper
53-7081.00	Refuse and Recyclable Material Collectors	Collect and dump refuse or recyclable materials from containers into truck. May drive truck.	n/a
53-7081.00	n/a	n/a	Automated Residential Collection Operator
53-7081.00	n/a	n/a	Automation Driver
53-7081.00	n/a	n/a	Collector
53-7081.00	n/a	n/a	Commercial Collections Driver
53-7081.00	n/a	n/a	Commercial Collections Driver (Operator)
53-7081.00	n/a	n/a	Commercial Front Load Driver
53-7081.00	n/a	n/a	Commercial Front Load Operator
53-7081.00	n/a	n/a	Commerical Relief Driver
53-7081.00	n/a	n/a	Disposal Man
53-7081.00	n/a	n/a	Disposal Worker
53-7081.00	n/a	n/a	Driver
53-7081.00	n/a	n/a	Driver-Lifter of Sanitation Truck
53-7081.00	n/a	n/a	Driver/Refuse Collector
53-7081.00	n/a	n/a	Dumpman
53-7081.00	n/a	n/a	Front Load Trash Truck Driver
53-7081.00	n/a	n/a	Front Loader Residential Driver
53-7081.00	n/a	n/a	Frontload Driver
53-7081.00	n/a	n/a	Garbage Collector
53-7081.00	n/a	n/a	Garbage Man
53-7081.00	n/a	n/a	Garbage or Trash Collection Sanitation Engineer
53-7081.00	n/a	n/a	Garbage Person
53-7081.00	n/a	n/a	Garbage Pick Up Man
53-7081.00	n/a	n/a	Garbage Pick Up Worker
53-7081.00	n/a	n/a	Garbage Truck Driver
53-7081.00	n/a	n/a	Garbage Truck Helper
53-7081.00	n/a	n/a	Garbage Worker
53-7081.00	n/a	n/a	Helper/Driver
53-7081.00	n/a	n/a	Junkman
53-7081.00	n/a	n/a	Lifter/Driver
53-7081.00	n/a	n/a	Limb Driver
53-7081.00	n/a	n/a	Rear Load Truck Driver
53-7081.00	n/a	n/a	Recyclable Materials Collector
53-7081.00	n/a	n/a	Recycle Driver
53-7081.00	n/a	n/a	Recycle Worker
53-7081.00	n/a	n/a	Recycler
53-7081.00	n/a	n/a	Recycling Collections Driver
53-7081.00	n/a	n/a	Recycling Technician
53-7081.00	n/a	n/a	Refuse Collector
53-7081.00	n/a	n/a	Refuse Driver
53-7081.00	n/a	n/a	Residential Collections
53-7081.00	n/a	n/a	Residential Driver
53-7081.00	n/a	n/a	Residential Recycle Driver
53-7081.00	n/a	n/a	Rolloff Driver
53-7081.00	n/a	n/a	Rolloff Truck Driver
53-7081.00	n/a	n/a	Rubbish Collector
53-7081.00	n/a	n/a	Sanitation Engineer (Automated Trash Truck Driver)
53-7081.00	n/a	n/a	Sanitation Engineer (Driver)
53-7081.00	n/a	n/a	Sanitation Laborer
53-7081.00	n/a	n/a	Sanitation Truck Driver
53-7081.00	n/a	n/a	Sanitation Worker
53-7081.00	n/a	n/a	Scrap Metal Collector
53-7081.00	n/a	n/a	Solid Waste Collection Worker
53-7081.00	n/a	n/a	Solid Waste Collector
53-7081.00	n/a	n/a	Solid Waste Truck Driver
53-7081.00	n/a	n/a	Swamper
53-7081.00	n/a	n/a	Thrower
53-7081.00	n/a	n/a	Trash Collector
53-7081.00	n/a	n/a	Trash Hauler
53-7081.00	n/a	n/a	Trash Man
53-7081.00	n/a	n/a	Trash Truck Driver
53-7081.00	n/a	n/a	Trashman
53-7081.00	n/a	n/a	Truck Driver
53-7081.00	n/a	n/a	Truck Driver (Yard Trash)
53-7081.00	n/a	n/a	Waste Collector
53-7081.00	n/a	n/a	Wasteman
53-7081.00	n/a	n/a	Driver
53-7081.00	n/a	n/a	Front Load Trash Truck Driver
53-7081.00	n/a	n/a	Garbage Collector
53-7081.00	n/a	n/a	Garbage Man
53-7081.00	n/a	n/a	Recycle Driver
53-7081.00	n/a	n/a	Rolloff Truck Driver
53-7081.00	n/a	n/a	Sanitation Laborer
53-7081.00	n/a	n/a	Swamper
53-7081.00	n/a	n/a	Trash Collector
53-7081.00	n/a	n/a	Truck Driver
53-7111.00	Mine Shuttle Car Operators	Operate diesel or electric-powered shuttle car in underground mine to transport materials from working face to mine cars or conveyor.	n/a
53-7111.00	n/a	n/a	Buggy Driver
53-7111.00	n/a	n/a	Buggy Operator
53-7111.00	n/a	n/a	Buggy Runner
53-7111.00	n/a	n/a	Car Dropper
53-7111.00	n/a	n/a	Car Dumper
53-7111.00	n/a	n/a	Car Pincher
53-7111.00	n/a	n/a	Cart Driver
53-7111.00	n/a	n/a	Coal Hauler Operator
53-7111.00	n/a	n/a	Monitor Car Operator
53-7111.00	n/a	n/a	Ram Car Operator
53-7111.00	n/a	n/a	Shuttle Buggy Operator
53-7111.00	n/a	n/a	Shuttle Car Operator
53-7111.00	n/a	n/a	Shuttle Operator
53-7111.00	n/a	n/a	Coal Hauler Operator
53-7111.00	n/a	n/a	Ram Car Operator
53-7111.00	n/a	n/a	Shuttle Car Operator
53-7121.00	Tank Car, Truck, and Ship Loaders	Load and unload chemicals and bulk solids, such as coal, sand, and grain into or from tank cars, trucks, or ships using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks.	n/a
53-7121.00	n/a	n/a	Barge Loader
53-7121.00	n/a	n/a	Bulk Tank Car Unloader
53-7121.00	n/a	n/a	Caustics Loader
53-7121.00	n/a	n/a	Chemical Recovery Operator
53-7121.00	n/a	n/a	Coal Dumping Equipment Operator
53-7121.00	n/a	n/a	Dock Loader
53-7121.00	n/a	n/a	Load Out Person
53-7121.00	n/a	n/a	Loader
53-7121.00	n/a	n/a	Loader Operator
53-7121.00	n/a	n/a	Pumper
53-7121.00	n/a	n/a	Pumper-Gauger
53-7121.00	n/a	n/a	Pumper-Gauger Apprentice
53-7121.00	n/a	n/a	PVC Loader (Polyvinyl Chloride Loader)
53-7121.00	n/a	n/a	PVC Monitor (Polyvinyl Chloride Monitor)
53-7121.00	n/a	n/a	Rail Car Loader
53-7121.00	n/a	n/a	Rail Car Unloader
53-7121.00	n/a	n/a	Rail Loader
53-7121.00	n/a	n/a	Receiving Operator
53-7121.00	n/a	n/a	Ship Unloader
53-7121.00	n/a	n/a	Shipper
53-7121.00	n/a	n/a	Shipping and Receiving Operator
53-7121.00	n/a	n/a	Ships or Barges Loader
53-7121.00	n/a	n/a	Spout Tender
53-7121.00	n/a	n/a	Steel Loader
53-7121.00	n/a	n/a	Tank Car Loader
53-7121.00	n/a	n/a	Tank Truck Loader
53-7121.00	n/a	n/a	Truck Loader
53-7121.00	n/a	n/a	Truck Unloader
53-7121.00	n/a	n/a	Warehouse Man
53-7121.00	n/a	n/a	Yard Person
53-7121.00	n/a	n/a	Bulk Tank Car Unloader
53-7121.00	n/a	n/a	Chemical Recovery Operator
53-7121.00	n/a	n/a	Load Out Person
53-7121.00	n/a	n/a	Loader
53-7121.00	n/a	n/a	Loader Operator
53-7121.00	n/a	n/a	Pumper
53-7121.00	n/a	n/a	PVC Loader (Polyvinyl Chloride Loader)
53-7121.00	n/a	n/a	Shipper
53-7121.00	n/a	n/a	Shipping and Receiving Operator
53-7121.00	n/a	n/a	Warehouse Man
53-7199.00	Material Moving Workers, All Other	All material moving workers not listed separately.	n/a
53-7199.00	n/a	n/a	Barge Loader
53-7199.00	n/a	n/a	Board Stacker
53-7199.00	n/a	n/a	Boat Hoist Operator Helper
53-7199.00	n/a	n/a	Boat Loader
53-7199.00	n/a	n/a	Boat Loader Helper
53-7199.00	n/a	n/a	Bobbin Hauler
53-7199.00	n/a	n/a	Bobbin Trucker
53-7199.00	n/a	n/a	Brick Setter
53-7199.00	n/a	n/a	Brick Wheeler
53-7199.00	n/a	n/a	Bucket Operator
53-7199.00	n/a	n/a	Bull Chain Operator
53-7199.00	n/a	n/a	Cage Loader
53-7199.00	n/a	n/a	Cage Unloader
53-7199.00	n/a	n/a	Cager Operator
53-7199.00	n/a	n/a	Canal Tender
53-7199.00	n/a	n/a	Car Dropper
53-7199.00	n/a	n/a	Car Dumper Operator
53-7199.00	n/a	n/a	Car Mover
53-7199.00	n/a	n/a	Car Runner
53-7199.00	n/a	n/a	Car Shifter
53-7199.00	n/a	n/a	Car Trimmer
53-7199.00	n/a	n/a	Carrier
53-7199.00	n/a	n/a	Cat Wagon Operator
53-7199.00	n/a	n/a	Cement Boat and Barge Loader
53-7199.00	n/a	n/a	Chain Hooker
53-7199.00	n/a	n/a	Charge Machine Operator
53-7199.00	n/a	n/a	Chip Unloader
53-7199.00	n/a	n/a	Chute Loader
53-7199.00	n/a	n/a	Clay Carman
53-7199.00	n/a	n/a	Clay Transporter
53-7199.00	n/a	n/a	Cloth Carrier
53-7199.00	n/a	n/a	Cloth Hauler
53-7199.00	n/a	n/a	Coal Carrier
53-7199.00	n/a	n/a	Coal Equipment Operator
53-7199.00	n/a	n/a	Coal Handler
53-7199.00	n/a	n/a	Coal Screener
53-7199.00	n/a	n/a	Coal Whipper
53-7199.00	n/a	n/a	Coke Wheeler
53-7199.00	n/a	n/a	Collector
53-7199.00	n/a	n/a	Cone Trucker
53-7199.00	n/a	n/a	Cooker Loader
53-7199.00	n/a	n/a	Crane Chaser
53-7199.00	n/a	n/a	Crane Follower
53-7199.00	n/a	n/a	Crane Helper
53-7199.00	n/a	n/a	Crane Hooker
53-7199.00	n/a	n/a	Derrick Follower
53-7199.00	n/a	n/a	Distributor
53-7199.00	n/a	n/a	Ditch Tender
53-7199.00	n/a	n/a	Dock Hand
53-7199.00	n/a	n/a	Dope Worker
53-7199.00	n/a	n/a	Dragline Operator Helper
53-7199.00	n/a	n/a	Dragman
53-7199.00	n/a	n/a	Drayman
53-7199.00	n/a	n/a	Dredge or Barge Shore Hand
53-7199.00	n/a	n/a	Dropper
53-7199.00	n/a	n/a	Drum Carrier
53-7199.00	n/a	n/a	Dry House Wheeler
53-7199.00	n/a	n/a	Dump Operator
53-7199.00	n/a	n/a	Dumpcart Driver
53-7199.00	n/a	n/a	Dumper
53-7199.00	n/a	n/a	Dumping-Machine Operator
53-7199.00	n/a	n/a	Elevator Attendant
53-7199.00	n/a	n/a	Elevator Conductor
53-7199.00	n/a	n/a	Elevator Dispatcher
53-7199.00	n/a	n/a	Elevator Operator
53-7199.00	n/a	n/a	Elevator Pilot
53-7199.00	n/a	n/a	Elevator Runner
53-7199.00	n/a	n/a	Elevator Starter
53-7199.00	n/a	n/a	Elevator Supervisor
53-7199.00	n/a	n/a	Ferryboat Operator Helper
53-7199.00	n/a	n/a	Fish Bailer
53-7199.00	n/a	n/a	Flumer
53-7199.00	n/a	n/a	Freight Elevator Operator
53-7199.00	n/a	n/a	Freight Trucker
53-7199.00	n/a	n/a	Gravel Wheeler
53-7199.00	n/a	n/a	Hack Driver
53-7199.00	n/a	n/a	Hand Trucker
53-7199.00	n/a	n/a	Hauler
53-7199.00	n/a	n/a	Headman
53-7199.00	n/a	n/a	Heavy Equipment Operator
53-7199.00	n/a	n/a	Heavy Truck Driver
53-7199.00	n/a	n/a	Hitcher
53-7199.00	n/a	n/a	Hogshead Dumper
53-7199.00	n/a	n/a	Hoisting Laborer
53-7199.00	n/a	n/a	Horses or Mules Teamster
53-7199.00	n/a	n/a	Inspector of Dredging
53-7199.00	n/a	n/a	Kiln Transfer Operator
53-7199.00	n/a	n/a	Lander
53-7199.00	n/a	n/a	Lead Cargo Mover
53-7199.00	n/a	n/a	Lead Cargoman
53-7199.00	n/a	n/a	Line Mover
53-7199.00	n/a	n/a	Load Dropper
53-7199.00	n/a	n/a	Loader Helper
53-7199.00	n/a	n/a	Loading Machine Operator Helper
53-7199.00	n/a	n/a	Log Hooker
53-7199.00	n/a	n/a	Log Snaker
53-7199.00	n/a	n/a	Logger, Driving Horses
53-7199.00	n/a	n/a	Longshore Equipment Operator
53-7199.00	n/a	n/a	Lowerator Operator
53-7199.00	n/a	n/a	Machine Stacker
53-7199.00	n/a	n/a	Malt House Loader
53-7199.00	n/a	n/a	Malthouse Laborer
53-7199.00	n/a	n/a	Manganese Wheeler
53-7199.00	n/a	n/a	Manipulator Operator
53-7199.00	n/a	n/a	Material Handling Equipment Longshoreman
53-7199.00	n/a	n/a	Material Handling Equipment Stevedore
53-7199.00	n/a	n/a	Material Movers
53-7199.00	n/a	n/a	Metal Buggy Operator
53-7199.00	n/a	n/a	Monorail Car Operator
53-7199.00	n/a	n/a	Monorail Hooker
53-7199.00	n/a	n/a	Moveman
53-7199.00	n/a	n/a	Mule Driver
53-7199.00	n/a	n/a	Mule Packer
53-7199.00	n/a	n/a	Pack Master
53-7199.00	n/a	n/a	Package Pick Up
53-7199.00	n/a	n/a	Packer
53-7199.00	n/a	n/a	Palletizer
53-7199.00	n/a	n/a	Passenger Elevator Operator
53-7199.00	n/a	n/a	Pick Up
53-7199.00	n/a	n/a	Pigment Pusher
53-7199.00	n/a	n/a	Production Supply Equipment Tender
53-7199.00	n/a	n/a	Rack Carrier
53-7199.00	n/a	n/a	Rackman
53-7199.00	n/a	n/a	Rail Tractor Operator
53-7199.00	n/a	n/a	Rider
53-7199.00	n/a	n/a	Roll Handler
53-7199.00	n/a	n/a	Roll Hauler
53-7199.00	n/a	n/a	Roll Scale Man
53-7199.00	n/a	n/a	Roll Scale Worker
53-7199.00	n/a	n/a	Roll Trucker
53-7199.00	n/a	n/a	Routing Equipment Tender
53-7199.00	n/a	n/a	Ship Loader
53-7199.00	n/a	n/a	Silo Man
53-7199.00	n/a	n/a	Silo Operator
53-7199.00	n/a	n/a	Silo Tender
53-7199.00	n/a	n/a	Silo Worker
53-7199.00	n/a	n/a	Skip Loader
53-7199.00	n/a	n/a	Skip Operator
53-7199.00	n/a	n/a	Skip Tender
53-7199.00	n/a	n/a	Slab Depiler Operator
53-7199.00	n/a	n/a	Slag Wheeler
53-7199.00	n/a	n/a	Snaker, Driving Horses
53-7199.00	n/a	n/a	Spool Carrier
53-7199.00	n/a	n/a	Spool Hauler
53-7199.00	n/a	n/a	Spool Worker
53-7199.00	n/a	n/a	Stacker and Sorter Operator
53-7199.00	n/a	n/a	Staker
53-7199.00	n/a	n/a	Storer
53-7199.00	n/a	n/a	Stower
53-7199.00	n/a	n/a	Suction Worker
53-7199.00	n/a	n/a	Teamster
53-7199.00	n/a	n/a	Tipple Operator
53-7199.00	n/a	n/a	Tipple Tender
53-7199.00	n/a	n/a	Tipple Worker
53-7199.00	n/a	n/a	Top Carrier
53-7199.00	n/a	n/a	Transfer Car Operator
53-7199.00	n/a	n/a	Transfer Man
53-7199.00	n/a	n/a	Transfer Worker
53-7199.00	n/a	n/a	Trolley Operator
53-7199.00	n/a	n/a	Truckman
53-7199.00	n/a	n/a	Utility Worker
53-7199.00	n/a	n/a	Wagon Person
53-7199.00	n/a	n/a	Waste Disposal Attendant
53-7199.00	n/a	n/a	Water Carter
53-7199.00	n/a	n/a	Water Hauler
53-7199.00	n/a	n/a	Water Tender
53-7199.00	n/a	n/a	Wharf Tender
53-7199.00	n/a	n/a	Wharf Worker
53-7199.00	n/a	n/a	Wheeler
53-7199.00	n/a	n/a	Windlasser
53-7199.00	n/a	n/a	Wire Wheeler
53-7199.00	n/a	n/a	Yarn Man
53-7199.00	n/a	n/a	Yarn Worker
53-7199.00	n/a	n/a	Zanjero
55-1011.00	Air Crew Officers	Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and radar equipment, such as establishing satellite linkages and jamming enemy communications capabilities; operating aircraft weapons and defensive systems; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; and directing cargo and personnel drops.	n/a
55-1011.00	n/a	n/a	Air Battle Manager
55-1011.00	n/a	n/a	Airdrop Systems Technician
55-1011.00	n/a	n/a	Astronaut, Mission Specialist
55-1011.00	n/a	n/a	Fixed-Wing Transport Aircraft Specialist
55-1011.00	n/a	n/a	Helicopter Officer
55-1011.00	n/a	n/a	Naval Flight Officer, Airborne Reconnaissance Officer
55-1011.00	n/a	n/a	Naval Flight Officer, Bombardier/Navigator
55-1011.00	n/a	n/a	Naval Flight Officer, Electronic Warfare Officer
55-1011.00	n/a	n/a	Naval Flight Officer, Qualified Supporting Arms Coordinator (Airborne)
55-1011.00	n/a	n/a	Naval Flight Officer, Radar Intercept Officer
55-1011.00	n/a	n/a	Naval Flight Officer, Weapons Systems Officer
55-1011.00	n/a	n/a	Special Project Airborne Electronics Evaluator
55-1012.00	Aircraft Launch and Recovery Officers	Plan and direct the operation and maintenance of catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include supervision of readiness and safety of arresting gear, launching equipment, barricades, and visual landing aid systems; planning and coordinating the design, development, and testing of launch and recovery systems; preparing specifications for catapult and arresting gear installations; evaluating design proposals; determining handling equipment needed for new aircraft; preparing technical data and instructions for operation of landing aids; and training personnel in carrier takeoff and landing procedures.	n/a
55-1012.00	n/a	n/a	Catapult And Arresting Gear Officer
55-1012.00	n/a	n/a	Flight Deck Officer
55-1012.00	n/a	n/a	Landing Signal Officer
55-1012.00	n/a	n/a	V/Stol Landing Signal Officer
55-1013.00	Armored Assault Vehicle Officers	Direct the operation of tanks, light armor, and amphibious assault vehicle units during combat situations on land or in aquatic environments. Duties include directing crew members in the operation of targeting and firing systems; coordinating the operation of advanced onboard communications and navigation equipment; directing the transport of personnel and equipment during combat; formulating and implementing battle plans, including the tactical employment of armored vehicle units; and coordinating with infantry, artillery, and air support units.	n/a
55-1013.00	n/a	n/a	Armor Officer
55-1013.00	n/a	n/a	Assault Amphibious Vehicle (AAV) Officer
55-1013.00	n/a	n/a	Cavalry Officer
55-1013.00	n/a	n/a	Light-Armored Reconnaissance Officer
55-1013.00	n/a	n/a	Light-Armored Vehicle Officer
55-1013.00	n/a	n/a	Tank Officer
55-1014.00	Artillery and Missile Officers	Manage personnel and weapons operations to destroy enemy positions, aircraft, and vessels. Duties include planning, targeting, and coordinating the tactical deployment of field artillery and air defense artillery missile systems units; directing the establishment and operation of fire control communications systems; targeting and launching intercontinental ballistic missiles; directing the storage and handling of nuclear munitions and components; overseeing security of weapons storage and launch facilities; and managing maintenance of weapons systems.	n/a
55-1014.00	n/a	n/a	Air Defense Artillery Officer
55-1014.00	n/a	n/a	Ammunition Officer
55-1014.00	n/a	n/a	Division Officer, Weapons Department
55-1014.00	n/a	n/a	Division Officer, Weapons Department (Antisubmarine Weapons)
55-1014.00	n/a	n/a	Division Officer, Weapons Department (Guided Missiles)
55-1014.00	n/a	n/a	Division Officer, Weapons Department (Gunnery)
55-1014.00	n/a	n/a	Field Artillery Officer
55-1014.00	n/a	n/a	Field Artillery Senior Sergeant
55-1014.00	n/a	n/a	Field Artillery Targeting Technician
55-1014.00	n/a	n/a	Fire Control Officer
55-1014.00	n/a	n/a	Fire Control Officer (Surface-To-Air Missiles)
55-1014.00	n/a	n/a	Ground Nuclear Weapons Assembly Officer
55-1014.00	n/a	n/a	Guided Missile Test Officer, Air-Launched
55-1014.00	n/a	n/a	Hawk Missile Air Defense Artillery
55-1014.00	n/a	n/a	Low Altitude Air Defense Officer
55-1014.00	n/a	n/a	Naval Gunfire Spotter
55-1014.00	n/a	n/a	Naval Surface Fire Support Planner
55-1014.00	n/a	n/a	Nuclear & Chemical Weapons Employment Officer
55-1014.00	n/a	n/a	Nuclear Weapons Custodian
55-1014.00	n/a	n/a	Ordnance Officer
55-1014.00	n/a	n/a	Patriot Missile Air Defense Artillery
55-1014.00	n/a	n/a	Short-Range Air Defense Artillery
55-1014.00	n/a	n/a	Space And Missile Operations, Missile Combat Crew
55-1014.00	n/a	n/a	Strike Warfare/Missile Systems Officer
55-1014.00	n/a	n/a	Strike Warfare/Missile Systems Officer (Surface-To-Air Missile)
55-1014.00	n/a	n/a	Surface-To-Air Weapons Officer
55-1014.00	n/a	n/a	Targeting Acquisition Officer
55-1014.00	n/a	n/a	Weapons Military Characteristics Officer
55-1014.00	n/a	n/a	Weapons Officer
55-1014.00	n/a	n/a	Weapons Officer (Fleet Ballistic Missiles)
55-1014.00	n/a	n/a	Weapons Officer, Naval Activity
55-1015.00	Command and Control Center Officers	Manage the operation of communications, detection, and weapons systems essential for controlling air, ground, and naval operations. Duties include managing critical communication links between air, naval, and ground forces; formulating and implementing emergency plans for natural and wartime disasters; coordinating emergency response teams and agencies; evaluating command center information and need for high-level military and government reporting; managing the operation of surveillance and detection systems; providing technical information and advice on capabilities and operational readiness; and directing operation of weapons targeting, firing, and launch computer systems.	n/a
55-1015.00	n/a	n/a	Aadc Plans Staff Officer
55-1015.00	n/a	n/a	Advisor To Command In Combat
55-1015.00	n/a	n/a	Air Battle Manager
55-1015.00	n/a	n/a	Air Control/Anti-Air Warfare Officer
55-1015.00	n/a	n/a	Air Defense Control Officer
55-1015.00	n/a	n/a	Air Intercept Controller Supervisor
55-1015.00	n/a	n/a	Air Liaison And Special Staff
55-1015.00	n/a	n/a	Air Support Control Officer
55-1015.00	n/a	n/a	Anti-Air Warfare Operations Officer
55-1015.00	n/a	n/a	Antisubmarine Classification And Analysis Officer, Aviation
55-1015.00	n/a	n/a	Aoc Aadc Chief Of Operations Staff Officer
55-1015.00	n/a	n/a	Aoc Aadc Director And Chief Of Plans Staff Officer
55-1015.00	n/a	n/a	Aoc Aadc Operations Staff Officer
55-1015.00	n/a	n/a	Aoc Airspace Control Officer
55-1015.00	n/a	n/a	Aoc Director Combat Operations Officer
55-1015.00	n/a	n/a	Aoc Director Combat Plans Officer
55-1015.00	n/a	n/a	Aoc Director Intelligence Officer
55-1015.00	n/a	n/a	Aoc Information Operations Staff Officer
55-1015.00	n/a	n/a	Aoc Operations - Air Mobility / Logistics Chief
55-1015.00	n/a	n/a	Aoc Operations - Air Mobility / Logistics Officer
